dvd_created_at,dvd_do,dvd_tds,dvd_temp,dvd_ammonia
"2023-07-26 16:58:00.000000",9.209,67.79,34.22,0.20628
"2023-07-26 16:41:57.000000",9.233,68.24,34.22,0.17774
"2023-07-26 16:25:53.000000",9.233,68.24,34.22,0.17774
"2023-07-26 16:09:51.000000",9.198,67.79,34.22,0.22177
"2023-07-26 14:49:15.000000",9.253,68.24,34.32,0.16559
"2023-07-26 14:33:11.000000",9.213,67.79,34.13,0.19068
"2023-07-26 14:17:06.000000",9.233,68.24,34.22,0.17774
"2023-07-26 14:01:03.000000",9.213,67.79,34.13,0.19068
"2023-07-26 13:44:58.000000",9.197,68.24,33.94,0.18874
"2023-07-26 13:28:54.000000",9.197,67.79,33.94,0.18874
"2023-07-26 12:40:33.000000",9.193,67.34,33.75,0.17321
"2023-07-26 12:24:29.000000",9.197,66.89,33.66,0.15961
"2023-07-26 12:08:25.000000",9.165,68.24,33.56,0.18489
"2023-07-26 11:52:23.000000",9.177,67.79,33.56,0.17141
"2023-07-26 11:36:20.000000",9.189,67.34,33.56,0.15872
"2023-07-26 11:20:17.000000",9.146,67.79,33.47,0.19821
"2023-07-26 11:04:16.000000",9.169,67.79,33.47,0.17055
"2023-07-26 09:43:42.000000",9.13,67.34,33.28,0.1962
"2023-07-26 09:27:38.000000",9.134,66.89,33.19,0.18119
"2023-07-26 09:11:34.000000",9.126,67.34,33.1,0.1803
"2023-07-26 08:55:31.000000",9.126,67.34,33.1,0.1803
"2023-07-26 08:39:27.000000",9.15,66.89,33.1,0.15465
"2023-07-26 08:23:24.000000",9.118,67.34,33.0,0.17931
"2023-07-26 08:07:20.000000",9.118,66.89,33.0,0.17931
"2023-07-26 07:51:17.000000",9.11,66.89,32.91,0.17842
"2023-07-26 07:35:13.000000",9.122,66.89,32.91,0.16532
"2023-07-26 07:19:10.000000",9.122,66.89,32.91,0.16532
"2023-07-26 07:03:07.000000",9.134,66.89,32.91,0.153
"2023-07-26 06:47:05.000000",9.145,66.89,32.91,0.14144
"2023-07-26 05:10:40.000000",9.068,67.34,33.0,0.24423
"2023-07-26 04:54:42.000000",9.068,66.89,33.0,0.24423
"2023-07-26 04:38:43.000000",9.103,67.79,33.1,0.20914
"2023-07-26 04:06:46.000000",9.126,66.89,33.1,0.1803
"2023-07-26 03:50:46.000000",9.115,66.89,33.1,0.19431
"2023-07-26 03:34:46.000000",9.126,66.89,33.1,0.1803
"2023-07-26 01:10:13.000000",9.138,66.89,33.38,0.19726
"2023-07-26 00:54:14.000000",9.15,67.34,33.38,0.18308
"2023-07-26 00:38:15.000000",9.138,67.34,33.38,0.19726
"2023-07-26 00:22:16.000000",9.15,67.34,33.38,0.18308
"2023-07-26 00:06:17.000000",9.15,67.34,33.38,0.18308
"2023-07-25 23:50:18.000000",9.169,66.89,33.47,0.17055
"2023-07-25 23:34:19.000000",9.158,67.34,33.47,0.18398
"2023-07-25 23:18:19.000000",9.158,66.89,33.47,0.18398
"2023-07-25 23:02:20.000000",9.165,67.34,33.56,0.18489
"2023-07-25 22:46:21.000000",9.165,66.89,33.56,0.18489
"2023-07-25 22:30:22.000000",9.165,67.34,33.56,0.18489
"2023-07-25 22:14:23.000000",9.165,67.34,33.56,0.18489
"2023-07-25 21:58:23.000000",9.174,67.34,33.66,0.18589
"2023-07-25 21:42:24.000000",9.174,67.34,33.66,0.18589
"2023-07-25 21:26:25.000000",9.181,67.34,33.75,0.1868
"2023-07-25 21:10:26.000000",9.181,66.89,33.75,0.1868
"2023-07-25 20:54:26.000000",9.224,66.89,33.84,0.14916
"2023-07-25 20:38:27.000000",9.197,66.89,33.94,0.18874
"2023-07-25 20:22:27.000000",9.197,66.45,33.94,0.18874
"2023-07-25 20:06:28.000000",9.209,66.89,33.94,0.17504
"2023-07-25 19:50:29.000000",9.217,66.89,34.03,0.1759
"2023-07-25 19:34:30.000000",9.217,66.89,34.03,0.1759
"2023-07-25 19:18:30.000000",9.225,66.45,34.13,0.17687
"2023-07-25 19:02:32.000000",9.213,66.89,34.13,0.19068
"2023-07-25 18:46:33.000000",9.233,66.45,34.22,0.17774
"2023-07-25 18:30:34.000000",9.244,67.34,34.22,0.16468
"2023-07-25 18:14:34.000000",9.253,66.89,34.32,0.16559
"2023-07-25 17:58:35.000000",9.26,67.34,34.41,0.16642
"2023-07-25 17:42:36.000000",9.269,67.34,34.51,0.16735
"2023-07-25 17:26:37.000000",9.215,67.79,34.6,0.24693
"2023-07-25 17:10:38.000000",9.224,68.24,34.98,0.28789
"2023-07-25 16:54:38.000000",9.232,68.69,35.08,0.28924
"2023-07-25 16:38:37.000000",9.278,68.69,35.17,0.23282
"2023-07-25 15:01:39.000000",9.285,68.24,34.98,0.19953
"2023-07-25 14:45:33.000000",9.359,69.15,34.89,0.11508
"2023-07-25 14:29:28.000000",9.387,68.24,35.08,0.10722
"2023-07-25 14:13:23.000000",9.379,68.24,34.98,0.10659
"2023-07-25 13:57:18.000000",9.363,68.24,34.79,0.1054
"2023-07-25 13:41:13.000000",9.378,67.79,34.7,0.08877
"2023-07-25 11:32:02.000000",9.353,66.45,34.13,0.07237
"2023-07-25 11:15:57.000000",9.345,66.45,34.03,0.07192
"2023-07-25 10:59:53.000000",9.341,66.45,33.84,0.06524
"2023-07-25 10:43:49.000000",9.333,66.45,33.75,0.06487
"2023-07-25 09:06:59.000000",9.356,66.01,33.47,0.04499
"2023-07-25 08:50:58.000000",9.328,65.57,33.28,0.04852
"2023-07-25 08:34:54.000000",9.309,66.01,33.19,0.05266
"2023-07-25 08:18:52.000000",9.29,66.01,33.1,0.05712
"2023-07-25 08:02:50.000000",9.278,66.45,33.1,0.06229
"2023-07-25 07:46:49.000000",9.27,66.01,33.0,0.0619
"2023-07-25 07:30:47.000000",9.27,66.45,33.0,0.0619
"2023-07-25 07:14:47.000000",9.246,66.01,33.0,0.0735
"2023-07-25 06:58:47.000000",9.246,66.45,33.0,0.0735
"2023-07-25 06:42:47.000000",9.235,66.01,33.0,0.08002
"2023-07-25 06:26:48.000000",9.223,66.01,33.0,0.08707
"2023-07-25 06:10:48.000000",9.223,66.01,33.0,0.08707
"2023-07-25 05:54:49.000000",9.223,66.01,33.0,0.08707
"2023-07-25 04:34:32.000000",9.22,65.57,33.1,0.09525
"2023-07-25 04:18:33.000000",9.227,66.01,33.19,0.09577
"2023-07-25 04:02:34.000000",9.227,65.57,33.19,0.09577
"2023-07-25 03:46:35.000000",9.239,65.57,33.19,0.08808
"2023-07-25 03:46:34.000000",9.239,65.57,33.19,0.08808
"2023-07-25 03:30:34.000000",9.227,65.57,33.19,0.09577
"2023-07-25 03:14:35.000000",9.251,65.57,33.19,0.08096
"2023-07-25 02:58:36.000000",9.251,65.57,33.19,0.08096
"2023-07-25 02:42:37.000000",9.258,65.57,33.28,0.08141
"2023-07-25 02:26:37.000000",9.27,66.01,33.28,0.07478
"2023-07-25 02:10:37.000000",9.282,65.57,33.28,0.06865
"2023-07-25 01:54:38.000000",9.282,65.57,33.28,0.06865
"2023-07-25 01:38:39.000000",9.27,66.01,33.28,0.07478
"2023-07-25 01:22:39.000000",9.278,66.01,33.38,0.07525
"2023-07-25 01:06:35.000000",9.267,66.45,33.38,0.08191
"2023-07-25 00:50:35.000000",9.286,66.01,33.47,0.07567
"2023-07-25 00:34:36.000000",9.286,66.45,33.47,0.07567
"2023-07-25 00:18:37.000000",9.286,66.01,33.47,0.07567
"2023-07-25 00:02:37.000000",9.286,66.45,33.47,0.07567
"2023-07-24 23:46:37.000000",9.294,66.45,33.56,0.07609
"2023-07-24 23:30:38.000000",9.294,66.45,33.56,0.07609
"2023-07-24 23:14:38.000000",9.302,66.45,33.66,0.07656
"2023-07-24 22:58:38.000000",9.302,66.89,33.66,0.07656
"2023-07-24 22:42:38.000000",9.302,66.89,33.66,0.07656
"2023-07-24 22:26:38.000000",9.31,66.89,33.75,0.07698
"2023-07-24 22:10:38.000000",9.31,66.89,33.75,0.07698
"2023-07-24 21:54:38.000000",9.317,67.34,33.84,0.07741
"2023-07-24 21:38:37.000000",9.317,67.34,33.84,0.07741
"2023-07-24 21:22:37.000000",9.326,66.89,33.94,0.07789
"2023-07-24 21:06:36.000000",9.326,67.34,33.94,0.07789
"2023-07-24 20:50:35.000000",9.322,66.89,34.03,0.08523
"2023-07-24 20:34:34.000000",9.322,67.34,34.03,0.08523
"2023-07-24 20:18:34.000000",9.342,67.34,34.13,0.0788
"2023-07-24 20:02:32.000000",9.33,67.79,34.13,0.08575
"2023-07-24 19:46:32.000000",9.338,67.79,34.22,0.08622
"2023-07-24 19:30:30.000000",9.346,67.79,34.32,0.08675
"2023-07-24 19:14:29.000000",9.342,68.24,34.41,0.09484
"2023-07-24 18:58:28.000000",9.33,67.79,34.41,0.10305
"2023-07-24 18:42:26.000000",9.339,67.79,34.51,0.10366
"2023-07-24 18:26:25.000000",9.346,68.24,34.6,0.10422
"2023-07-24 18:10:23.000000",9.355,68.69,34.7,0.10484
"2023-07-24 17:54:21.000000",9.363,68.24,34.79,0.1054
"2023-07-24 17:38:19.000000",9.374,68.24,34.79,0.09703
"2023-07-24 17:22:18.000000",9.363,68.69,34.79,0.1054
"2023-07-24 15:13:01.000000",9.444,67.79,34.79,0.05823
"2023-07-24 14:56:55.000000",9.437,68.69,34.7,0.0579
"2023-07-24 14:40:50.000000",9.437,68.24,34.7,0.0579
"2023-07-24 14:24:45.000000",9.428,68.24,34.6,0.05754
"2023-07-24 11:59:20.000000",9.403,68.24,33.75,0.03839
"2023-07-24 11:43:16.000000",9.384,68.24,33.66,0.0417
"2023-07-24 11:27:12.000000",9.384,67.34,33.66,0.0417
"2023-07-24 09:02:00.000000",9.344,68.69,32.91,0.03327
"2023-07-24 08:45:58.000000",9.325,66.89,32.82,0.03616
"2023-07-24 08:29:56.000000",9.313,67.34,32.82,0.03951
"2023-07-24 08:13:55.000000",9.301,66.89,32.82,0.04315
"2023-07-24 05:33:07.000000",9.25,67.34,32.91,0.06709
"2023-07-24 05:17:07.000000",9.25,66.89,32.91,0.06709
"2023-07-24 05:01:08.000000",9.239,67.34,32.91,0.07309
"2023-07-24 02:36:36.000000",9.258,66.89,33.0,0.06747
"2023-07-24 02:20:36.000000",9.255,66.89,33.1,0.07395
"2023-07-24 02:04:37.000000",9.266,67.34,33.1,0.06789
"2023-07-24 01:48:38.000000",9.266,67.79,33.1,0.06789
"2023-07-23 23:40:06.000000",9.282,66.89,33.28,0.06865
"2023-07-23 23:24:06.000000",9.29,67.34,33.38,0.06908
"2023-07-23 23:08:07.000000",9.302,66.89,33.38,0.06339
"2023-07-23 22:52:06.000000",9.29,67.34,33.38,0.06908
"2023-07-23 22:36:07.000000",9.309,67.34,33.47,0.06375
"2023-07-23 22:20:07.000000",9.298,67.34,33.47,0.06947
"2023-07-23 22:04:07.000000",9.305,68.69,33.56,0.06986
"2023-07-23 22:04:06.000000",9.305,68.69,33.56,0.06986
"2023-07-23 21:48:06.000000",9.305,67.79,33.56,0.06986
"2023-07-23 19:39:32.000000",9.349,67.79,33.94,0.06565
"2023-07-23 19:23:31.000000",9.357,68.24,34.03,0.06601
"2023-07-23 19:07:30.000000",9.353,68.69,34.13,0.07237
"2023-07-23 18:51:29.000000",9.373,68.69,34.22,0.0668
"2023-07-23 18:35:27.000000",9.373,68.24,34.22,0.0668
"2023-07-23 18:19:26.000000",9.37,69.15,34.32,0.07322
"2023-07-23 18:03:24.000000",9.381,67.79,34.32,0.06721
"2023-07-23 17:47:23.000000",9.377,68.24,34.41,0.07363
"2023-07-23 17:31:21.000000",9.397,68.69,34.51,0.06801
"2023-07-23 17:15:19.000000",9.393,68.69,34.6,0.07449
"2023-07-23 16:59:17.000000",9.39,68.69,34.7,0.08159
"2023-07-23 16:43:15.000000",9.39,69.15,34.7,0.08159
"2023-07-23 16:43:14.000000",9.39,69.15,34.7,0.08159
"2023-07-23 14:50:16.000000",9.432,68.69,34.51,0.05245
"2023-07-23 14:50:16.000000",9.432,68.69,34.51,0.05245
"2023-07-23 14:50:16.000000",9.432,68.69,34.51,0.05245
"2023-07-23 14:50:16.000000",9.432,68.69,34.51,0.05245
"2023-07-23 14:34:12.000000",9.46,68.24,34.7,0.04864
"2023-07-23 14:34:12.000000",9.46,68.24,34.7,0.04864
"2023-07-23 14:34:12.000000",9.46,68.24,34.7,0.04864
"2023-07-23 14:34:12.000000",9.46,68.24,34.7,0.04864
"2023-07-23 14:18:07.000000",9.44,69.15,34.6,0.05275
"2023-07-23 14:18:07.000000",9.44,69.15,34.6,0.05275
"2023-07-23 14:18:07.000000",9.44,69.15,34.6,0.05275
"2023-07-23 14:18:07.000000",9.44,69.15,34.6,0.05275
"2023-07-23 14:02:02.000000",9.432,68.24,34.51,0.05245
"2023-07-23 14:02:02.000000",9.432,68.24,34.51,0.05245
"2023-07-23 14:02:02.000000",9.432,68.24,34.51,0.05245
"2023-07-23 14:02:02.000000",9.432,68.24,34.51,0.05245
"2023-07-23 13:45:58.000000",9.416,68.24,34.32,0.05183
"2023-07-23 13:45:58.000000",9.416,68.24,34.32,0.05183
"2023-07-23 13:45:58.000000",9.416,68.24,34.32,0.05183
"2023-07-23 13:45:58.000000",9.416,68.24,34.32,0.05183
"2023-07-23 13:29:57.000000",9.428,68.69,34.32,0.04748
"2023-07-23 13:29:57.000000",9.428,68.69,34.32,0.04748
"2023-07-23 13:29:57.000000",9.428,68.69,34.32,0.04748
"2023-07-23 13:29:57.000000",9.428,68.69,34.32,0.04748
"2023-07-23 13:13:49.000000",9.419,69.6,34.22,0.04718
"2023-07-23 13:13:49.000000",9.419,69.6,34.22,0.04718
"2023-07-23 13:13:49.000000",9.419,69.6,34.22,0.04718
"2023-07-23 13:13:49.000000",9.419,69.6,34.22,0.04718
"2023-07-23 12:57:45.000000",9.423,68.69,34.13,0.04296
"2023-07-23 12:57:45.000000",9.423,68.69,34.13,0.04296
"2023-07-23 12:57:45.000000",9.423,68.69,34.13,0.04296
"2023-07-23 12:57:45.000000",9.423,68.69,34.13,0.04296
"2023-07-23 12:41:40.000000",9.435,67.79,34.13,0.03933
"2023-07-23 12:41:40.000000",9.435,67.79,34.13,0.03933
"2023-07-23 12:41:40.000000",9.435,67.79,34.13,0.03933
"2023-07-23 12:41:40.000000",9.435,67.79,34.13,0.03933
"2023-07-23 12:25:36.000000",9.431,67.79,33.94,0.03556
"2023-07-23 12:25:36.000000",9.431,67.79,33.94,0.03556
"2023-07-23 12:25:36.000000",9.431,67.79,33.94,0.03556
"2023-07-23 12:25:36.000000",9.431,67.79,33.94,0.03556
"2023-07-23 12:09:32.000000",9.415,67.79,33.75,0.03513
"2023-07-23 12:09:32.000000",9.415,67.79,33.75,0.03513
"2023-07-23 12:09:32.000000",9.415,67.79,33.75,0.03513
"2023-07-23 12:09:32.000000",9.415,67.79,33.75,0.03513
"2023-07-23 11:53:28.000000",9.407,68.69,33.66,0.03493
"2023-07-23 11:53:28.000000",9.407,68.69,33.66,0.03493
"2023-07-23 11:53:28.000000",9.407,68.69,33.66,0.03493
"2023-07-23 11:53:28.000000",9.407,68.69,33.66,0.03493
"2023-07-23 11:37:24.000000",9.41,67.34,33.56,0.03174
"2023-07-23 11:37:24.000000",9.41,67.34,33.56,0.03174
"2023-07-23 11:37:24.000000",9.41,67.34,33.56,0.03174
"2023-07-23 11:37:24.000000",9.41,67.34,33.56,0.03174
"2023-07-23 11:21:21.000000",9.403,67.34,33.47,0.03156
"2023-07-23 11:21:21.000000",9.403,67.34,33.47,0.03156
"2023-07-23 11:21:20.000000",9.403,67.34,33.47,0.03156
"2023-07-23 11:21:20.000000",9.403,67.34,33.47,0.03156
"2023-07-23 11:05:16.000000",9.395,67.34,33.38,0.03138
"2023-07-23 11:05:16.000000",9.395,67.34,33.38,0.03138
"2023-07-23 11:05:16.000000",9.395,67.34,33.38,0.03138
"2023-07-23 11:05:16.000000",9.395,67.34,33.38,0.03138
"2023-07-23 10:49:13.000000",9.379,67.34,33.19,0.03099
"2023-07-23 10:49:13.000000",9.379,67.34,33.19,0.03099
"2023-07-23 10:49:13.000000",9.379,67.34,33.19,0.03099
"2023-07-23 10:49:13.000000",9.379,67.34,33.19,0.03099
"2023-07-23 10:33:10.000000",9.372,67.79,33.1,0.03081
"2023-07-23 10:33:10.000000",9.372,67.79,33.1,0.03081
"2023-07-23 10:33:10.000000",9.372,67.79,33.1,0.03081
"2023-07-23 10:33:10.000000",9.372,67.79,33.1,0.03081
"2023-07-23 10:17:06.000000",9.372,67.34,33.1,0.03081
"2023-07-23 10:17:06.000000",9.372,67.34,33.1,0.03081
"2023-07-23 10:17:06.000000",9.372,67.34,33.1,0.03081
"2023-07-23 10:17:06.000000",9.372,67.34,33.1,0.03081
"2023-07-23 08:56:55.000000",9.305,67.34,32.73,0.03928
"2023-07-23 08:56:55.000000",9.305,67.34,32.73,0.03928
"2023-07-23 08:56:55.000000",9.305,67.34,32.73,0.03928
"2023-07-23 08:56:55.000000",9.305,67.34,32.73,0.03928
"2023-07-23 06:48:07.000000",9.273,67.34,32.63,0.04655
"2023-07-23 06:48:07.000000",9.273,67.34,32.63,0.04655
"2023-07-23 06:48:07.000000",9.273,67.34,32.63,0.04655
"2023-07-23 06:48:07.000000",9.273,67.34,32.63,0.04655
"2023-07-23 06:32:08.000000",9.262,66.45,32.63,0.05081
"2023-07-23 06:32:08.000000",9.262,66.45,32.63,0.05081
"2023-07-23 06:32:08.000000",9.262,66.45,32.63,0.05081
"2023-07-23 06:32:08.000000",9.262,66.45,32.63,0.05081
"2023-07-23 06:16:08.000000",9.25,66.45,32.63,0.05544
"2023-07-23 06:16:08.000000",9.25,66.45,32.63,0.05544
"2023-07-23 06:16:08.000000",9.25,66.45,32.63,0.05544
"2023-07-23 06:16:08.000000",9.25,66.45,32.63,0.05544
"2023-07-23 06:00:09.000000",9.238,66.45,32.63,0.06047
"2023-07-23 06:00:09.000000",9.238,66.45,32.63,0.06047
"2023-07-23 06:00:09.000000",9.238,66.45,32.63,0.06047
"2023-07-23 06:00:09.000000",9.238,66.45,32.63,0.06047
"2023-07-23 05:44:10.000000",9.235,66.45,32.73,0.06633
"2023-07-23 05:44:10.000000",9.235,66.45,32.73,0.06633
"2023-07-23 05:44:10.000000",9.235,66.45,32.73,0.06633
"2023-07-23 05:44:10.000000",9.235,66.45,32.73,0.06633
"2023-07-23 05:28:11.000000",9.235,66.45,32.73,0.06633
"2023-07-23 05:28:11.000000",9.235,66.45,32.73,0.06633
"2023-07-23 05:28:11.000000",9.235,66.45,32.73,0.06633
"2023-07-23 05:28:11.000000",9.235,66.45,32.73,0.06633
"2023-07-23 03:03:38.000000",9.25,67.34,32.91,0.06709
"2023-07-23 03:03:38.000000",9.25,67.34,32.91,0.06709
"2023-07-23 03:03:38.000000",9.25,67.34,32.91,0.06709
"2023-07-23 03:03:38.000000",9.25,67.34,32.91,0.06709
"2023-07-23 02:47:39.000000",9.262,66.89,32.91,0.06155
"2023-07-23 02:47:39.000000",9.262,66.89,32.91,0.06155
"2023-07-23 02:47:39.000000",9.262,66.89,32.91,0.06155
"2023-07-23 02:47:39.000000",9.262,66.89,32.91,0.06155
"2023-07-23 02:31:40.000000",9.239,66.89,32.91,0.07309
"2023-07-23 02:31:40.000000",9.239,66.89,32.91,0.07309
"2023-07-23 02:31:40.000000",9.239,66.89,32.91,0.07309
"2023-07-23 02:31:40.000000",9.239,66.89,32.91,0.07309
"2023-07-23 02:15:42.000000",9.239,67.34,32.91,0.07309
"2023-07-23 02:15:42.000000",9.239,67.34,32.91,0.07309
"2023-07-23 02:15:42.000000",9.239,67.34,32.91,0.07309
"2023-07-23 02:15:42.000000",9.239,67.34,32.91,0.07309
"2023-07-23 01:59:42.000000",9.239,67.34,32.91,0.07309
"2023-07-23 01:59:42.000000",9.239,67.34,32.91,0.07309
"2023-07-23 01:59:42.000000",9.239,67.34,32.91,0.07309
"2023-07-23 01:59:42.000000",9.239,67.34,32.91,0.07309
"2023-07-23 01:43:43.000000",9.235,67.34,33.0,0.08002
"2023-07-23 01:43:43.000000",9.235,67.34,33.0,0.08002
"2023-07-23 01:43:43.000000",9.235,67.34,33.0,0.08002
"2023-07-23 01:43:43.000000",9.235,67.34,33.0,0.08002
"2023-07-23 01:27:44.000000",9.235,67.34,33.0,0.08002
"2023-07-23 01:27:44.000000",9.235,67.34,33.0,0.08002
"2023-07-23 01:27:44.000000",9.235,67.34,33.0,0.08002
"2023-07-23 01:27:44.000000",9.235,67.34,33.0,0.08002
"2023-07-23 01:11:45.000000",9.223,67.34,33.0,0.08707
"2023-07-23 01:11:45.000000",9.223,67.34,33.0,0.08707
"2023-07-23 01:11:44.000000",9.223,67.34,33.0,0.08707
"2023-07-23 01:11:44.000000",9.223,67.34,33.0,0.08707
"2023-07-22 23:03:12.000000",9.27,67.34,33.28,0.07478
"2023-07-22 23:03:12.000000",9.27,67.34,33.28,0.07478
"2023-07-22 23:03:12.000000",9.27,67.34,33.28,0.07478
"2023-07-22 23:03:12.000000",9.27,67.34,33.28,0.07478
"2023-07-22 22:47:12.000000",9.247,67.34,33.28,0.08857
"2023-07-22 22:47:12.000000",9.247,67.34,33.28,0.08857
"2023-07-22 22:47:12.000000",9.247,67.34,33.28,0.08857
"2023-07-22 22:47:12.000000",9.247,67.34,33.28,0.08857
"2023-07-22 22:31:13.000000",9.278,67.34,33.38,0.07525
"2023-07-22 22:31:13.000000",9.278,67.34,33.38,0.07525
"2023-07-22 22:31:13.000000",9.278,67.34,33.38,0.07525
"2023-07-22 22:31:13.000000",9.278,67.34,33.38,0.07525
"2023-07-22 22:15:12.000000",9.286,67.34,33.47,0.07567
"2023-07-22 22:15:12.000000",9.286,67.34,33.47,0.07567
"2023-07-22 22:15:12.000000",9.286,67.34,33.47,0.07567
"2023-07-22 22:15:12.000000",9.286,67.34,33.47,0.07567
"2023-07-22 21:59:12.000000",9.298,67.79,33.47,0.06947
"2023-07-22 21:59:12.000000",9.298,67.79,33.47,0.06947
"2023-07-22 21:59:12.000000",9.298,67.79,33.47,0.06947
"2023-07-22 21:59:12.000000",9.298,67.79,33.47,0.06947
"2023-07-22 21:43:12.000000",9.298,67.34,33.47,0.06947
"2023-07-22 21:43:12.000000",9.298,67.34,33.47,0.06947
"2023-07-22 21:43:12.000000",9.298,67.34,33.47,0.06947
"2023-07-22 21:43:12.000000",9.298,67.34,33.47,0.06947
"2023-07-22 21:27:12.000000",9.294,67.79,33.56,0.07609
"2023-07-22 21:27:12.000000",9.294,67.79,33.56,0.07609
"2023-07-22 21:27:12.000000",9.294,67.79,33.56,0.07609
"2023-07-22 21:27:12.000000",9.294,67.79,33.56,0.07609
"2023-07-22 21:11:12.000000",9.294,66.89,33.56,0.07609
"2023-07-22 21:11:12.000000",9.294,66.89,33.56,0.07609
"2023-07-22 21:11:12.000000",9.294,66.89,33.56,0.07609
"2023-07-22 21:11:12.000000",9.294,66.89,33.56,0.07609
"2023-07-22 20:55:12.000000",9.302,67.79,33.66,0.07656
"2023-07-22 20:55:12.000000",9.302,67.79,33.66,0.07656
"2023-07-22 20:55:12.000000",9.302,67.79,33.66,0.07656
"2023-07-22 20:55:12.000000",9.302,67.79,33.66,0.07656
"2023-07-22 20:39:12.000000",9.302,68.24,33.66,0.07656
"2023-07-22 20:39:12.000000",9.302,68.24,33.66,0.07656
"2023-07-22 20:39:12.000000",9.302,68.24,33.66,0.07656
"2023-07-22 20:39:12.000000",9.302,68.24,33.66,0.07656
"2023-07-22 20:23:11.000000",9.321,67.34,33.75,0.07069
"2023-07-22 20:23:11.000000",9.321,67.34,33.75,0.07069
"2023-07-22 20:23:11.000000",9.321,67.34,33.75,0.07069
"2023-07-22 20:23:11.000000",9.321,67.34,33.75,0.07069
"2023-07-22 20:07:10.000000",9.31,66.89,33.75,0.07698
"2023-07-22 20:07:10.000000",9.31,66.89,33.75,0.07698
"2023-07-22 20:07:10.000000",9.31,66.89,33.75,0.07698
"2023-07-22 20:07:10.000000",9.31,66.89,33.75,0.07698
"2023-07-22 19:02:50.000000",9.342,68.24,34.13,0.0788
"2023-07-22 19:02:50.000000",9.342,68.24,34.13,0.0788
"2023-07-22 19:02:50.000000",9.342,68.24,34.13,0.0788
"2023-07-22 19:02:50.000000",9.342,68.24,34.13,0.0788
"2023-07-22 18:46:49.000000",9.342,68.69,34.13,0.0788
"2023-07-22 18:46:49.000000",9.342,68.69,34.13,0.0788
"2023-07-22 18:46:49.000000",9.342,68.69,34.13,0.0788
"2023-07-22 18:46:49.000000",9.342,68.69,34.13,0.0788
"2023-07-22 18:30:48.000000",9.349,68.24,34.22,0.07924
"2023-07-22 18:30:48.000000",9.349,68.24,34.22,0.07924
"2023-07-22 18:30:48.000000",9.349,68.24,34.22,0.07924
"2023-07-22 18:30:48.000000",9.349,68.24,34.22,0.07924
"2023-07-22 18:14:46.000000",9.377,67.79,34.41,0.07363
"2023-07-22 18:14:46.000000",9.377,67.79,34.41,0.07363
"2023-07-22 18:14:46.000000",9.377,67.79,34.41,0.07363
"2023-07-22 18:14:46.000000",9.377,67.79,34.41,0.07363
"2023-07-22 17:58:44.000000",9.389,67.34,34.41,0.06759
"2023-07-22 17:58:44.000000",9.389,67.34,34.41,0.06759
"2023-07-22 17:58:44.000000",9.389,67.34,34.41,0.06759
"2023-07-22 17:58:44.000000",9.389,67.34,34.41,0.06759
"2023-07-22 17:42:40.000000",9.432,67.79,34.51,0.05245
"2023-07-22 17:42:40.000000",9.432,67.79,34.51,0.05245
"2023-07-22 17:42:40.000000",9.432,67.79,34.51,0.05245
"2023-07-22 17:42:40.000000",9.432,67.79,34.51,0.05245
"2023-07-22 17:26:36.000000",9.428,68.24,34.6,0.05754
"2023-07-22 17:26:36.000000",9.428,68.24,34.6,0.05754
"2023-07-22 17:26:36.000000",9.428,68.24,34.6,0.05754
"2023-07-22 17:26:36.000000",9.428,68.24,34.6,0.05754
"2023-07-22 09:22:06.000000",9.32,65.13,32.91,0.03974
"2023-07-22 09:22:06.000000",9.32,65.13,32.91,0.03974
"2023-07-22 09:22:06.000000",9.32,65.13,32.91,0.03974
"2023-07-22 09:22:06.000000",9.32,65.13,32.91,0.03974
"2023-07-22 09:06:03.000000",9.297,64.69,32.63,0.03903
"2023-07-22 09:06:03.000000",9.297,64.69,32.63,0.03903
"2023-07-22 09:06:03.000000",9.297,64.69,32.63,0.03903
"2023-07-22 09:06:03.000000",9.297,64.69,32.63,0.03903
"2023-07-22 08:50:00.000000",9.289,65.13,32.54,0.0388
"2023-07-22 08:50:00.000000",9.289,65.13,32.54,0.0388
"2023-07-22 08:50:00.000000",9.289,65.13,32.54,0.0388
"2023-07-22 08:50:00.000000",9.289,65.13,32.54,0.0388
"2023-07-22 08:33:58.000000",9.289,65.13,32.54,0.0388
"2023-07-22 08:33:58.000000",9.289,65.13,32.54,0.0388
"2023-07-22 08:33:58.000000",9.289,65.13,32.54,0.0388
"2023-07-22 08:33:58.000000",9.289,65.13,32.54,0.0388
"2023-07-22 08:17:55.000000",9.301,64.26,32.54,0.03551
"2023-07-22 08:17:55.000000",9.301,64.26,32.54,0.03551
"2023-07-22 08:17:55.000000",9.301,64.26,32.54,0.03551
"2023-07-22 08:17:55.000000",9.301,64.26,32.54,0.03551
"2023-07-22 08:01:53.000000",9.282,64.26,32.45,0.03857
"2023-07-22 08:01:53.000000",9.282,64.26,32.45,0.03857
"2023-07-22 08:01:53.000000",9.282,64.26,32.45,0.03857
"2023-07-22 08:01:53.000000",9.282,64.26,32.45,0.03857
"2023-07-22 07:45:51.000000",9.293,64.69,32.45,0.0353
"2023-07-22 07:45:51.000000",9.293,64.69,32.45,0.0353
"2023-07-22 07:45:51.000000",9.293,64.69,32.45,0.0353
